,Aldoc,Plcb4,Plcb3,Calb1,Car8,Pcp2,Pcp4,Itpr1,Grid2,Slc1a6,Atxn1,Atxn7,Nrgn,Cck,Gpr176,Tox2,Ebf2,Cux2,Casq2
Purkinje_Aldoc_1,7.760000228881836,0.1899999976158142,0.3700000047683716,9.619999885559082,31.350000381469727,14.079999923706055,5.599999904632568,116.58999633789062,472.6000061035156,11.710000038146973,1.7999999523162842,0.4699999988079071,0.0,0.05000000074505806,10.619999885559082,0.0,0.05999999865889549,5.239999771118164,1.9199999570846558
Purkinje_Aldoc_2,8.390000343322754,3.890000104904175,0.4399999976158142,17.229999542236328,24.15999984741211,17.450000762939453,6.980000019073486,87.63999938964844,346.2099914550781,5.929999828338623,0.8100000023841858,0.3700000047683716,0.0,0.36000001430511475,0.029999999329447746,0.0,1.090000033378601,1.899999976158142,3.1700000762939453
Purkinje_Aldoc_3,5.739999771118164,3.2699999809265137,0.7599999904632568,10.819999694824219,30.309999465942383,17.950000762939453,5.320000171661377,90.12000274658203,514.6900024414062,7.019999980926514,1.2200000286102295,0.46000000834465027,0.0,0.12999999523162842,0.25,0.0,0.5400000214576721,3.0899999141693115,2.8399999141693115
Purkinje_Aldoc_4,5.46999979019165,3.5299999713897705,0.6600000262260437,12.210000038146973,31.3700008392334,18.75,6.269999980926514,92.55000305175781,506.2200012207031,7.409999847412109,1.2999999523162842,0.44999998807907104,0.0,0.28999999165534973,0.10000000149011612,0.0,1.2999999523162842,2.390000104904175,2.6700000762939453
Purkinje_Aldoc_5,8.680000305175781,3.640000104904175,0.5799999833106995,12.180000305175781,28.790000915527344,19.219999313354492,6.130000114440918,90.19000244140625,440.2799987792969,6.78000020980835,1.3799999952316284,0.38999998569488525,0.0,0.3100000023841858,0.019999999552965164,0.009999999776482582,2.700000047683716,1.6299999952316284,3.2200000286102295
Purkinje_Aldoc_6,6.119999885559082,4.78000020980835,0.3700000047683716,14.029999732971191,29.540000915527344,19.25,6.769999980926514,93.06999969482422,505.30999755859375,7.380000114440918,1.309999942779541,0.46000000834465027,0.0,0.4699999988079071,0.05000000074505806,0.0,0.4699999988079071,3.009999990463257,2.8499999046325684
Purkinje_Aldoc_7,6.019999980926514,4.599999904632568,0.3799999952316284,10.100000381469727,22.149999618530273,17.729999542236328,5.239999771118164,90.5999984741211,362.6600036621094,6.230000019073486,1.399999976158142,0.4399999976158142,0.0,0.38999998569488525,0.029999999329447746,0.2800000011920929,1.659999966621399,1.659999966621399,2.9100000858306885
Purkinje_Anti_Aldoc_1,0.17000000178813934,11.979999542236328,0.17000000178813934,10.010000228881836,42.130001068115234,14.75,3.8499999046325684,96.19000244140625,496.6199951171875,2.2100000381469727,1.2799999713897705,0.4399999976158142,0.0,0.4699999988079071,0.029999999329447746,0.0,7.119999885559082,0.18000000715255737,3.8499999046325684
Purkinje_Anti_Aldoc_2,0.4399999976158142,10.770000457763672,0.2199999988079071,12.0600004196167,42.02000045776367,17.860000610351562,4.460000038146973,88.3499984741211,485.4800109863281,2.819999933242798,1.2000000476837158,0.4399999976158142,0.0,0.47999998927116394,0.029999999329447746,0.0,5.960000038146973,0.23000000417232513,3.619999885559082
