names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,subcluster
March11,6.27669,1.207195,3.458567184716902e-10,4.362288836090668e-08,0.84,0.5461798839458414,Purkinje_Aldoc_2
Podxl2,6.2714314,0.9546385,3.5774424372206167e-10,4.4868765399410264e-08,0.9066666666666666,0.6696083172147002,Purkinje_Aldoc_2
A330008L17Rik,6.236948,2.1759455,4.461902533935303e-10,5.473185388467342e-08,0.56,0.19614361702127658,Purkinje_Aldoc_2
Ide,6.1797414,0.8970807,6.420675597434713e-10,7.706536704985483e-08,0.9333333333333333,0.7441972920696325,Purkinje_Aldoc_2
Calb1,6.127371,0.5371989,8.934295278496236e-10,1.0553340851451241e-07,1.0,0.9986097678916828,Purkinje_Aldoc_2
Cntn4,6.103285,0.9464413,1.0391055473996287e-09,1.2082307992550369e-07,0.9866666666666667,0.9165256286266924,Purkinje_Aldoc_2
Pdzrn4,6.0093994,1.1018542,1.862118113815708e-09,2.1428756129348288e-07,0.9066666666666666,0.6041465183752418,Purkinje_Aldoc_2
Pde4b,6.0004015,1.594902,1.9682996022745856e-09,2.2534506985015447e-07,0.64,0.2660178916827853,Purkinje_Aldoc_2
Sema7a,5.9962163,1.1562856,2.0196778981941145e-09,2.300474952917531e-07,0.8,0.5348766924564797,Purkinje_Aldoc_2
Fstl5,5.967185,1.7394785,2.4138184251209695e-09,2.7216412293346286e-07,0.6,0.22273936170212766,Purkinje_Aldoc_2
