names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,subcluster
Rps6ka5,33.159294,1.4124179,4.1604936546029644e-241,2.580083912194755e-238,0.9855072463768116,0.9525565695711964,Purkinje_Aldoc_1
Ppp3ca,32.351997,1.0183424,1.30044748322454e-229,7.444228221278938e-227,0.998389694041868,0.9939367420927616,Purkinje_Aldoc_1
Gnao1,32.032925,1.1107469,3.7959710161066116e-225,2.0177393555852405e-222,0.9935587761674718,0.9888111013876735,Purkinje_Aldoc_1
Tmem132d,31.98958,1.9953898,1.5223460798042737e-224,7.903808425960561e-222,0.966183574879227,0.7743467933491687,Purkinje_Aldoc_1
Dgkh,31.735321,1.3850397,5.06213053060368e-221,2.4045120020367483e-218,1.0,0.9941867733466684,Purkinje_Aldoc_1
Exoc6b,31.574091,0.912408,8.376109975155594e-219,3.8162582692928296e-216,1.0,0.9958119764970621,Purkinje_Aldoc_1
Cdh12,31.56575,1.2243041,1.0902539764172657e-218,4.8679840047030915e-216,0.9919484702093397,0.978809851231404,Purkinje_Aldoc_1
Sntg1,31.546309,1.7112513,2.0147951207705978e-218,8.819666876706587e-216,0.9919484702093397,0.8685460682585323,Purkinje_Aldoc_1
Ephb2,31.120243,3.1791337,1.2821953078904992e-212,5.3009278238250735e-210,0.8647342995169082,0.28041005125640706,Purkinje_Aldoc_1
Tmem132cos,30.788948,2.7420566,3.6841642771265362e-208,1.3940502963872868e-205,0.8856682769726248,0.3568571071383923,Purkinje_Aldoc_1
Fam65b,30.547045,1.3903304,6.1892776303094e-205,2.2651741491255304e-202,0.9774557165861514,0.9332416552069008,Purkinje_Aldoc_1
Negr1,30.16702,1.593512,6.41613740597272e-200,2.2736550410847774e-197,0.9758454106280193,0.864858107263408,Purkinje_Aldoc_1
Mpped2,30.09108,2.436602,6.339363093967696e-199,2.1773274011204433e-196,0.9581320450885669,0.4078634829353669,Purkinje_Aldoc_1
Slc8a1,30.083122,1.4809386,8.056499454329764e-199,2.725171974513818e-196,0.9887278582930756,0.9117389673709214,Purkinje_Aldoc_1
